SalesVsPurchases,EmployeeGrowth,TotalSales,ClaimCredits,NetIncome,GrossLoss,Inventories,GrossRevenue,RawMaterials,FixedAssets,TaxEvasion
SVltPV,EGdecrTPincr,TSdecrTPincr,UsualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVeqPV,EGincrTPincr,TSincrTPdecr,UnusualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAincrTPdecr,High
SVgtPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIincrTIdecr,GLincrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPincr,Medium
SVeqPV,EGincrTPincr,TSincrTPincr,UnusualCC,NIincrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPdecr,Medium
SVeqPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSdecr,FAdecrTPincr,High
SVltPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIdecr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPincr,Medium
SVgtPV,EGincrTPdecr,TSdecrTPincr,UsualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPdecr,Medium
SVltPV,EGdecrTPincr,TSincrTPdecr,UsualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPdecr,Medium
SVgtPV,EGincrTPincr,TSdecrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAincrTPincr,High
SVeqPV,EGdecrTPincr,TSincrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVgtPV,EGincrTPdecr,TSincrTPdecr,UsualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPdecr,High
SVeqPV,EGdecrTPincr,TSdecrTPincr,UnusualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAdecrTPincr,Low
SVltPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVltPV,EGincrTPincr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIdecr,GRincrTPdecr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVeqPV,EGincrTPincr,TSdecrTPincr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPincr,Low
SVltPV,EGincrTPincr,TSincrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIdecr,GRincrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVgtPV,EGincrTPincr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAdecrTPincr,Medium
SVeqPV,EGincrTPdecr,TSdecrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPdecr,High
SVgtPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSincr,FAincrTPdecr,High
SVltPV,EGincrTPdecr,TSdecrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPincr,Medium
SVeqPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPdecr,Medium
SVgtPV,EGdecrTPincr,TSincrTPdecr,UsualCC,NIincrTIincr,GLincrTaxdecr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVeqPV,EGdecrTPincr,TSincrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPincr,Medium
SVeqPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPincr,High
SVeqPV,EGincrTPdecr,TSincrTPdecr,UsualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAdecrTPincr,Medium
SVltPV,EGdecrTPincr,TSincrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSincr,FAincrTPincr,Medium
SVgtPV,EGincrTPincr,TSdecrTPincr,UnusualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPdecr,High
SVgtPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVgtPV,EGincrTPdecr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSincr,FAincrTPincr,High
SVgtPV,EGdecrTPincr,TSdecrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIdecr,GRincrTPdecr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVltPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAdecrTPincr,Low
SVeqPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIincrTIdecr,GLincrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVeqPV,EGincrTPincr,TSdecrTPincr,UsualCC,NIincrTIincr,GLdecrTaxincr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPdecr,Medium
SVltPV,EGincrTPincr,TSdecrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCincrFPSincr,FAincrTPincr,Medium
SVltPV,EGincrTPdecr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLincrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPincr,Low
SVltPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSdecr,FAdecrTPincr,Low
SVeqPV,EGincrTPincr,TSincrTPdecr,UsualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVltPV,EGincrTPdecr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSincr,FAincrTPincr,Medium
SVltPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIincrTIincr,GLdecrTaxincr,INVdecrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPincr,Low
SVltPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSincr,FAincrTPdecr,Medium
SVgtPV,EGdecrTPincr,TSdecrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVdecrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVltPV,EGdecrTPincr,TSincrTPdecr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVltPV,EGincrTPincr,TSincrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIdecr,GRdecrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVltPV,EGincrTPincr,TSdecrTPincr,UsualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPincr,Low
SVeqPV,EGdecrTPincr,TSincrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIdecr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPincr,Low
SVltPV,EGdecrTPincr,TSincrTPdecr,UsualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVeqPV,EGincrTPincr,TSincrTPdecr,UsualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVgtPV,EGdecrTPincr,TSdecrTPincr,UsualCC,NIdecrTIincr,GLincrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVltPV,EGdecrTPincr,TSdecrTPincr,UnusualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSincr,FAdecrTPincr,Low
SVeqPV,EGdecrTPincr,TSincrTPincr,UsualCC,NIincrTIincr,GLincrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPincr,Low
SVgtPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIincrTIincr,GLincrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPdecr,High
SVeqPV,EGdecrTPincr,TSincrTPdecr,UsualCC,NIdecrTIincr,GLincrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPincr,Low
SVltPV,EGdecrTPincr,TSdecrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPdecr,Low
SVltPV,EGincrTPincr,TSdecrTPincr,UsualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPincr,Low
SVltPV,EGdecrTPincr,TSincrTPdecr,UsualCC,NIdecrTIincr,GLincrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPincr,Low
SVltPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPincr,Medium
SVltPV,EGdecrTPincr,TSdecrTPincr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVltPV,EGincrTPincr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPdecr,High
SVltPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVdecrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPdecr,Low
SVeqPV,EGdecrTPincr,TSdecrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVdecrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Low
SVltPV,EGincrTPdecr,TSdecrTPincr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPincr,Low
SVgtPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSincr,FAdecrTPincr,Medium
SVltPV,EGincrTPdecr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Medium
SVltPV,EGincrTPincr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPdecr,Medium
SVltPV,EGincrTPincr,TSincrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSdecr,FAincrTPincr,Medium
SVgtPV,EGincrTPdecr,TSdecrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPdecr,Medium
SVgtPV,EGincrTPdecr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPdecr,High
SVgtPV,EGincrTPdecr,TSincrTPdecr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSdecr,FAincrTPincr,High
SVltPV,EGdecrTPincr,TSdecrTPincr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Low
SVltPV,EGincrTPincr,TSincrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPincr,Medium
SVltPV,EGdecrTPincr,TSincrTPdecr,UsualCC,NIincrTIincr,GLincrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPincr,Medium
SVeqPV,EGdecrTPincr,TSincrTPdecr,UsualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPdecr,Low
SVgtPV,EGincrTPincr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPincr,Medium
SVgtPV,EGincrTPdecr,TSincrTPdecr,UsualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPincr,High
SVgtPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSincr,FAdecrTPincr,High
SVltPV,EGdecrTPincr,TSincrTPincr,UsualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPdecr,Low
SVeqPV,EGincrTPdecr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCincrFPSincr,FAincrTPdecr,High
SVltPV,EGdecrTPincr,TSincrTPdecr,UsualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSincr,FAdecrTPincr,Low
SVeqPV,EGdecrTPincr,TSincrTPdecr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPdecr,High
SVgtPV,EGincrTPdecr,TSincrTPdecr,UsualCC,NIdecrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAdecrTPincr,High
SVgtPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVeqPV,EGincrTPdecr,TSdecrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxincr,INVdecrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPdecr,Low
SVgtPV,EGdecrTPincr,TSincrTPincr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCincrFPSincr,FAincrTPdecr,Medium
SVltPV,EGincrTPincr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIdecr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Low
SVgtPV,EGdecrTPincr,TSincrTPdecr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Medium
SVeqPV,EGdecrTPincr,TSdecrTPincr,UsualCC,NIincrTIincr,GLincrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPdecr,Low
SVltPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPdecr,Medium
SVltPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIdecr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Low
SVltPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSincr,FAincrTPdecr,High
SVgtPV,EGincrTPincr,TSdecrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIdecr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPincr,Medium
SVltPV,EGincrTPincr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPincr,Medium
SVeqPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIdecrTIincr,GLincrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPincr,Low
SVgtPV,EGincrTPincr,TSincrTPincr,UnusualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCdecrFPSincr,FAdecrTPincr,Medium
SVeqPV,EGincrTPincr,TSincrTPdecr,UsualCC,NIdecrTIincr,GLincrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSincr,FAincrTPdecr,Medium
SVeqPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSincr,FAdecrTPincr,Medium
SVltPV,EGincrTPincr,TSincrTPincr,UnusualCC,NIincrTIincr,GLincrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPincr,Medium
SVltPV,EGincrTPincr,TSincrTPincr,UnusualCC,NIincrTIincr,GLincrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPdecr,Medium
SVeqPV,EGincrTPdecr,TSdecrTPincr,UsualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPdecr,High
SVltPV,EGincrTPincr,TSincrTPdecr,UnusualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVeqPV,EGdecrTPincr,TSincrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVltPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLincrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPincr,Medium
SVgtPV,EGdecrTPincr,TSdecrTPincr,UnusualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIdecr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Medium
SVeqPV,EGincrTPincr,TSincrTPdecr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPincr,High
SVgtPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPincr,Medium
SVltPV,EGdecrTPincr,TSincrTPincr,UsualCC,NIincrTIincr,GLdecrTaxincr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSincr,FAdecrTPincr,Low
SVltPV,EGincrTPincr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVdecrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Low
SVgtPV,EGdecrTPincr,TSdecrTPincr,UsualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSincr,FAincrTPincr,Medium
SVltPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPincr,Low
SVltPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVdecrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAdecrTPincr,Low
SVltPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPdecr,Low
SVltPV,EGdecrTPincr,TSincrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVltPV,EGdecrTPincr,TSdecrTPincr,UnusualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAdecrTPincr,Low
SVgtPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSincr,FAdecrTPincr,Medium
SVeqPV,EGincrTPdecr,TSincrTPdecr,UsualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIincr,GRincrTPincr,RMPCincrFPSincr,FAdecrTPincr,Low
SVgtPV,EGdecrTPincr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLincrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPincr,Medium
SVeqPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPdecr,Medium
SVeqPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPincr,Low
SVeqPV,EGincrTPincr,TSdecrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPincr,Medium
SVeqPV,EGincrTPincr,TSdecrTPincr,UsualCC,NIdecrTIincr,GLincrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Low
SVltPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxincr,INVdecrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPdecr,Low
SVltPV,EGincrTPincr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSdecr,FAincrTPdecr,Medium
SVeqPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVdecrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPdecr,Low
SVltPV,EGincrTPincr,TSincrTPdecr,UsualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPincr,Medium
SVgtPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIincrTIincr,GLdecrTaxincr,INVdecrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVeqPV,EGincrTPincr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCincrFPSincr,FAincrTPincr,Medium
SVgtPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIdecrTIincr,GLincrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSincr,FAdecrTPincr,Low
SVgtPV,EGdecrTPincr,TSdecrTPincr,UsualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPincr,Medium
SVltPV,EGincrTPincr,TSincrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIdecr,GRincrTPdecr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVeqPV,EGincrTPdecr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAdecrTPincr,High
SVgtPV,EGdecrTPincr,TSincrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVeqPV,EGincrTPincr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPincr,Medium
SVeqPV,EGincrTPincr,TSincrTPincr,UnusualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCincrFPSincr,FAincrTPdecr,Medium
SVgtPV,EGincrTPdecr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVdecrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAdecrTPincr,Medium
SVltPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSincr,FAincrTPdecr,Medium
SVeqPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIdecrTIincr,GLincrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPincr,Low
SVeqPV,EGincrTPincr,TSincrTPincr,UsualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAincrTPdecr,Medium
SVgtPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVltPV,EGdecrTPincr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAdecrTPincr,Low
SVeqPV,EGdecrTPincr,TSincrTPdecr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPincr,Medium
SVgtPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIincrTIincr,GLincrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSincr,FAdecrTPincr,Medium
SVeqPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIincrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPincr,Medium
